XXX Step=   1, 16bit: 000000, state: 0x01ff
XXX Step=  33, 16bit: 0xdf17, state: 0x0064
XXX Step=  34, 16bit: 0xbe2e, state: 0x00c8
XXX Step=  35, 16bit: 0x7c5c, state: 0x0190
XXX Step=  36, 16bit: 0xf8b9, state: 0x0120
XXX Step=  37, 16bit: 0xf173, state: 0x0041
XXX Step=  38, 16bit: 0xe2e6, state: 0x0082
XXX Step=  39, 16bit: 0xc5cc, state: 0x0104
XXX Step=  40, 16bit: 0x8b99, state: 0x0009
XXX Step=  41, 16bit: 0x1732, state: 0x0012
XXX Step=  42, 16bit: 0x2e64, state: 0x0025
XXX Step=  43, 16bit: 0x5cc8, state: 0x004a
XXX Step=  44, 16bit: 0xb990, state: 0x0094
XXX Step=  45, 16bit: 0x7320, state: 0x0129
XXX Step=  46, 16bit: 0xe641, state: 0x0053
XXX Step=  47, 16bit: 0xcc82, state: 0x00a7
XXX Step=  48, 16bit: 0x9904, state: 0x014e
Step=  48, 16bit: 0x3209, state: 0x014e
XXX Step=  49, 16bit: 0x3209, state: 0x009d
XXX Step=  50, 16bit: 0x6412, state: 0x013b
XXX Step=  51, 16bit: 0xc825, state: 0x0076
XXX Step=  52, 16bit: 0x904a, state: 0x00ed
XXX Step=  53, 16bit: 0x2094, state: 0x01da
XXX Step=  54, 16bit: 0x4129, state: 0x01b4
XXX Step=  55, 16bit: 0x8253, state: 0x0168
XXX Step=  56, 16bit: 0x04a7, state: 0x00d1
XXX Step=  57, 16bit: 0x094e, state: 0x01a3
XXX Step=  58, 16bit: 0x129d, state: 0x0147
XXX Step=  59, 16bit: 0x253b, state: 0x008f
XXX Step=  60, 16bit: 0x4a76, state: 0x011e
XXX Step=  61, 16bit: 0x94ed, state: 0x003c
XXX Step=  62, 16bit: 0x29da, state: 0x0079
XXX Step=  63, 16bit: 0x53b4, state: 0x00f3
XXX Step=  64, 16bit: 0xa768, state: 0x01e7
Step=  64, 16bit: 0x4ed1, state: 0x01e7
XXX Step=  65, 16bit: 0x4ed1, state: 0x01cf
XXX Step=  66, 16bit: 0x9da3, state: 0x019f
XXX Step=  67, 16bit: 0x3b47, state: 0x013e
XXX Step=  68, 16bit: 0x768f, state: 0x007c
XXX Step=  69, 16bit: 0xed1e, state: 0x00f9
XXX Step=  70, 16bit: 0xda3c, state: 0x01f3
XXX Step=  71, 16bit: 0xb479, state: 0x01e6
XXX Step=  72, 16bit: 0x68f3, state: 0x01cd
XXX Step=  73, 16bit: 0xd1e7, state: 0x019b
XXX Step=  74, 16bit: 0xa3cf, state: 0x0136
XXX Step=  75, 16bit: 0x479f, state: 0x006c
XXX Step=  76, 16bit: 0x8f3e, state: 0x00d8
XXX Step=  77, 16bit: 0x1e7c, state: 0x01b1
XXX Step=  78, 16bit: 0x3cf9, state: 0x0162
XXX Step=  79, 16bit: 0x79f3, state: 0x00c5
XXX Step=  80, 16bit: 0xf3e6, state: 0x018a
Step=  80, 16bit: 0xe7cd, state: 0x018a
XXX Step=  81, 16bit: 0xe7cd, state: 0x0115
XXX Step=  82, 16bit: 0xcf9b, state: 0x002a
XXX Step=  83, 16bit: 0x9f36, state: 0x0054
XXX Step=  84, 16bit: 0x3e6c, state: 0x00a9
XXX Step=  85, 16bit: 0x7cd8, state: 0x0152
XXX Step=  86, 16bit: 0xf9b1, state: 0x00a4
XXX Step=  87, 16bit: 0xf362, state: 0x0148
XXX Step=  88, 16bit: 0xe6c5, state: 0x0091
XXX Step=  89, 16bit: 0xcd8a, state: 0x0123
XXX Step=  90, 16bit: 0x9b15, state: 0x0047
XXX Step=  91, 16bit: 0x362a, state: 0x008e
XXX Step=  92, 16bit: 0x6c54, state: 0x011c
XXX Step=  93, 16bit: 0xd8a9, state: 0x0038
XXX Step=  94, 16bit: 0xb152, state: 0x0071
XXX Step=  95, 16bit: 0x62a4, state: 0x00e3
XXX Step=  96, 16bit: 0xc548, state: 0x01c6
Step=  96, 16bit: 0x8a91, state: 0x01c6
XXX Step=  97, 16bit: 0x8a91, state: 0x018d
XXX Step=  98, 16bit: 0x1523, state: 0x011b
XXX Step=  99, 16bit: 0x2a47, state: 0x0036
XXX Step= 100, 16bit: 0x548e, state: 0x006d
XXX Step= 101, 16bit: 0xa91c, state: 0x00da
XXX Step= 102, 16bit: 0x5238, state: 0x01b5
XXX Step= 103, 16bit: 0xa471, state: 0x016a
XXX Step= 104, 16bit: 0x48e3, state: 0x00d5
XXX Step= 105, 16bit: 0x91c6, state: 0x01ab
XXX Step= 106, 16bit: 0x238d, state: 0x0157
XXX Step= 107, 16bit: 0x471b, state: 0x00ae
XXX Step= 108, 16bit: 0x8e36, state: 0x015c
XXX Step= 109, 16bit: 0x1c6d, state: 0x00b8
XXX Step= 110, 16bit: 0x38da, state: 0x0171
XXX Step= 111, 16bit: 0x71b5, state: 0x00e2
XXX Step= 112, 16bit: 0xe36a, state: 0x01c4
Step= 112, 16bit: 0xc6d5, state: 0x01c4
XXX Step= 113, 16bit: 0xc6d5, state: 0x0189
XXX Step= 114, 16bit: 0x8dab, state: 0x0113
XXX Step= 115, 16bit: 0x1b57, state: 0x0026
XXX Step= 116, 16bit: 0x36ae, state: 0x004c
XXX Step= 117, 16bit: 0x6d5c, state: 0x0098
XXX Step= 118, 16bit: 0xdab8, state: 0x0131
XXX Step= 119, 16bit: 0xb571, state: 0x0062
XXX Step= 120, 16bit: 0x6ae2, state: 0x00c4
XXX Step= 121, 16bit: 0xd5c4, state: 0x0188
XXX Step= 122, 16bit: 0xab89, state: 0x0111
XXX Step= 123, 16bit: 0x5713, state: 0x0022
XXX Step= 124, 16bit: 0xae26, state: 0x0044
XXX Step= 125, 16bit: 0x5c4c, state: 0x0088
XXX Step= 126, 16bit: 0xb898, state: 0x0110
XXX Step= 127, 16bit: 0x7131, state: 0x0020
XXX Step= 128, 16bit: 0xe262, state: 0x0040
Step= 128, 16bit: 0xc4c4, state: 0x0040
XXX Step= 129, 16bit: 0xc4c4, state: 0x0080
XXX Step= 130, 16bit: 0x8988, state: 0x0100
XXX Step= 131, 16bit: 0x1311, state: 0x0001
XXX Step= 132, 16bit: 0x2622, state: 0x0002
XXX Step= 133, 16bit: 0x4c44, state: 0x0004
XXX Step= 134, 16bit: 0x9888, state: 0x0008
XXX Step= 135, 16bit: 0x3110, state: 0x0010
XXX Step= 136, 16bit: 0x6220, state: 0x0021
XXX Step= 137, 16bit: 0xc440, state: 0x0042
XXX Step= 138, 16bit: 0x8880, state: 0x0084
XXX Step= 139, 16bit: 0x1100, state: 0x0108
XXX Step= 140, 16bit: 0x2201, state: 0x0011
XXX Step= 141, 16bit: 0x4402, state: 0x0023
XXX Step= 142, 16bit: 0x8804, state: 0x0046
XXX Step= 143, 16bit: 0x1008, state: 0x008c
XXX Step= 144, 16bit: 0x2010, state: 0x0118
Step= 144, 16bit: 0x4021, state: 0x0118
XXX Step= 145, 16bit: 0x4021, state: 0x0030
XXX Step= 146, 16bit: 0x8042, state: 0x0061
XXX Step= 147, 16bit: 0x0084, state: 0x00c2
XXX Step= 148, 16bit: 0x0108, state: 0x0184
XXX Step= 149, 16bit: 0x0211, state: 0x0109
XXX Step= 150, 16bit: 0x0423, state: 0x0013
XXX Step= 151, 16bit: 0x0846, state: 0x0027
XXX Step= 152, 16bit: 0x108c, state: 0x004e
XXX Step= 153, 16bit: 0x2118, state: 0x009c
XXX Step= 154, 16bit: 0x4230, state: 0x0139
XXX Step= 155, 16bit: 0x8461, state: 0x0072
XXX Step= 156, 16bit: 0x08c2, state: 0x00e5
XXX Step= 157, 16bit: 0x1184, state: 0x01ca
XXX Step= 158, 16bit: 0x2309, state: 0x0195
XXX Step= 159, 16bit: 0x4613, state: 0x012a
XXX Step= 160, 16bit: 0x8c27, state: 0x0055
Step= 160, 16bit: 0x184e, state: 0x0055
XXX Step= 161, 16bit: 0x184e, state: 0x00ab
XXX Step= 162, 16bit: 0x309c, state: 0x0156
XXX Step= 163, 16bit: 0x6139, state: 0x00ac
XXX Step= 164, 16bit: 0xc272, state: 0x0158
XXX Step= 165, 16bit: 0x84e5, state: 0x00b0
XXX Step= 166, 16bit: 0x09ca, state: 0x0161
XXX Step= 167, 16bit: 0x1395, state: 0x00c3
XXX Step= 168, 16bit: 0x272a, state: 0x0186
XXX Step= 169, 16bit: 0x4e55, state: 0x010d
XXX Step= 170, 16bit: 0x9cab, state: 0x001b
XXX Step= 171, 16bit: 0x3956, state: 0x0037
XXX Step= 172, 16bit: 0x72ac, state: 0x006f
XXX Step= 173, 16bit: 0xe558, state: 0x00de
XXX Step= 174, 16bit: 0xcab0, state: 0x01bd
XXX Step= 175, 16bit: 0x9561, state: 0x017a
XXX Step= 176, 16bit: 0x2ac3, state: 0x00f4
Step= 176, 16bit: 0x5586, state: 0x00f4
XXX Step= 177, 16bit: 0x5586, state: 0x01e9
XXX Step= 178, 16bit: 0xab0d, state: 0x01d3
XXX Step= 179, 16bit: 0x561b, state: 0x01a6
XXX Step= 180, 16bit: 0xac37, state: 0x014d
XXX Step= 181, 16bit: 0x586f, state: 0x009b
XXX Step= 182, 16bit: 0xb0de, state: 0x0137
XXX Step= 183, 16bit: 0x61bd, state: 0x006e
XXX Step= 184, 16bit: 0xc37a, state: 0x00dc
XXX Step= 185, 16bit: 0x86f4, state: 0x01b9
XXX Step= 186, 16bit: 0x0de9, state: 0x0172
XXX Step= 187, 16bit: 0x1bd3, state: 0x00e4
XXX Step= 188, 16bit: 0x37a6, state: 0x01c8
XXX Step= 189, 16bit: 0x6f4d, state: 0x0191
XXX Step= 190, 16bit: 0xde9b, state: 0x0122
XXX Step= 191, 16bit: 0xbd37, state: 0x0045
XXX Step= 192, 16bit: 0x7a6e, state: 0x008a
Step= 192, 16bit: 0xf4dc, state: 0x008a
XXX Step= 193, 16bit: 0xf4dc, state: 0x0114
XXX Step= 194, 16bit: 0xe9b9, state: 0x0028
XXX Step= 195, 16bit: 0xd372, state: 0x0050
XXX Step= 196, 16bit: 0xa6e4, state: 0x00a1
XXX Step= 197, 16bit: 0x4dc8, state: 0x0142
XXX Step= 198, 16bit: 0x9b91, state: 0x0085
XXX Step= 199, 16bit: 0x3722, state: 0x010a
XXX Step= 200, 16bit: 0x6e45, state: 0x0015
XXX Step= 201, 16bit: 0xdc8a, state: 0x002b
XXX Step= 202, 16bit: 0xb914, state: 0x0056
XXX Step= 203, 16bit: 0x7228, state: 0x00ad
XXX Step= 204, 16bit: 0xe450, state: 0x015a
XXX Step= 205, 16bit: 0xc8a1, state: 0x00b4
XXX Step= 206, 16bit: 0x9142, state: 0x0169
XXX Step= 207, 16bit: 0x2285, state: 0x00d3
XXX Step= 208, 16bit: 0x450a, state: 0x01a7
Step= 208, 16bit: 0x8a15, state: 0x01a7
XXX Step= 209, 16bit: 0x8a15, state: 0x014f
XXX Step= 210, 16bit: 0x142b, state: 0x009f
XXX Step= 211, 16bit: 0x2856, state: 0x013f
XXX Step= 212, 16bit: 0x50ad, state: 0x007e
XXX Step= 213, 16bit: 0xa15a, state: 0x00fd
XXX Step= 214, 16bit: 0x42b4, state: 0x01fb
XXX Step= 215, 16bit: 0x8569, state: 0x01f6
XXX Step= 216, 16bit: 0x0ad3, state: 0x01ec
XXX Step= 217, 16bit: 0x15a7, state: 0x01d9
XXX Step= 218, 16bit: 0x2b4f, state: 0x01b2
XXX Step= 219, 16bit: 0x569f, state: 0x0164
XXX Step= 220, 16bit: 0xad3f, state: 0x00c9
XXX Step= 221, 16bit: 0x5a7e, state: 0x0192
XXX Step= 222, 16bit: 0xb4fd, state: 0x0124
XXX Step= 223, 16bit: 0x69fb, state: 0x0049
XXX Step= 224, 16bit: 0xd3f6, state: 0x0092
Step= 224, 16bit: 0xa7ec, state: 0x0092
XXX Step= 225, 16bit: 0xa7ec, state: 0x0125
XXX Step= 226, 16bit: 0x4fd9, state: 0x004b
XXX Step= 227, 16bit: 0x9fb2, state: 0x0096
XXX Step= 228, 16bit: 0x3f64, state: 0x012d
XXX Step= 229, 16bit: 0x7ec9, state: 0x005b
XXX Step= 230, 16bit: 0xfd92, state: 0x00b7
XXX Step= 231, 16bit: 0xfb24, state: 0x016f
XXX Step= 232, 16bit: 0xf649, state: 0x00df
XXX Step= 233, 16bit: 0xec92, state: 0x01bf
XXX Step= 234, 16bit: 0xd925, state: 0x017e
XXX Step= 235, 16bit: 0xb24b, state: 0x00fc
XXX Step= 236, 16bit: 0x6496, state: 0x01f9
XXX Step= 237, 16bit: 0xc92d, state: 0x01f2
XXX Step= 238, 16bit: 0x925b, state: 0x01e4
XXX Step= 239, 16bit: 0x24b7, state: 0x01c9
XXX Step= 240, 16bit: 0x496f, state: 0x0193
Step= 240, 16bit: 0x92df, state: 0x0193
XXX Step= 241, 16bit: 0x92df, state: 0x0126
XXX Step= 242, 16bit: 0x25bf, state: 0x004d
XXX Step= 243, 16bit: 0x4b7e, state: 0x009a
XXX Step= 244, 16bit: 0x96fc, state: 0x0135
XXX Step= 245, 16bit: 0x2df9, state: 0x006a
XXX Step= 246, 16bit: 0x5bf2, state: 0x00d4
XXX Step= 247, 16bit: 0xb7e4, state: 0x01a9
XXX Step= 248, 16bit: 0x6fc9, state: 0x0153
XXX Step= 249, 16bit: 0xdf93, state: 0x00a6
XXX Step= 250, 16bit: 0xbf26, state: 0x014c
XXX Step= 251, 16bit: 0x7e4d, state: 0x0099
XXX Step= 252, 16bit: 0xfc9a, state: 0x0133
XXX Step= 253, 16bit: 0xf935, state: 0x0066
XXX Step= 254, 16bit: 0xf26a, state: 0x00cc
XXX Step= 255, 16bit: 0xe4d4, state: 0x0198
XXX Step= 256, 16bit: 0xc9a9, state: 0x0130
Step= 256, 16bit: 0x9353, state: 0x0130
XXX Step= 257, 16bit: 0x9353, state: 0x0060
XXX Step= 258, 16bit: 0x26a6, state: 0x00c0
XXX Step= 259, 16bit: 0x4d4c, state: 0x0180
XXX Step= 260, 16bit: 0x9a99, state: 0x0101
XXX Step= 261, 16bit: 0x3533, state: 0x0003
XXX Step= 262, 16bit: 0x6a66, state: 0x0006
XXX Step= 263, 16bit: 0xd4cc, state: 0x000c
XXX Step= 264, 16bit: 0xa998, state: 0x0018
XXX Step= 265, 16bit: 0x5330, state: 0x0031
XXX Step= 266, 16bit: 0xa660, state: 0x0063
XXX Step= 267, 16bit: 0x4cc0, state: 0x00c6
XXX Step= 268, 16bit: 0x9980, state: 0x018c
XXX Step= 269, 16bit: 0x3301, state: 0x0119
XXX Step= 270, 16bit: 0x6603, state: 0x0032
XXX Step= 271, 16bit: 0xcc06, state: 0x0065
XXX Step= 272, 16bit: 0x980c, state: 0x00ca
Step= 272, 16bit: 0x3018, state: 0x00ca
XXX Step= 273, 16bit: 0x3018, state: 0x0194
XXX Step= 274, 16bit: 0x6031, state: 0x0128
XXX Step= 275, 16bit: 0xc063, state: 0x0051
XXX Step= 276, 16bit: 0x80c6, state: 0x00a3
XXX Step= 277, 16bit: 0x018c, state: 0x0146
XXX Step= 278, 16bit: 0x0319, state: 0x008d
XXX Step= 279, 16bit: 0x0632, state: 0x011a
XXX Step= 280, 16bit: 0x0c65, state: 0x0034
XXX Step= 281, 16bit: 0x18ca, state: 0x0069
XXX Step= 282, 16bit: 0x3194, state: 0x00d2
XXX Step= 283, 16bit: 0x6328, state: 0x01a5
XXX Step= 284, 16bit: 0xc651, state: 0x014b
XXX Step= 285, 16bit: 0x8ca3, state: 0x0097
XXX Step= 286, 16bit: 0x1946, state: 0x012f
XXX Step= 287, 16bit: 0x328d, state: 0x005f
XXX Step= 288, 16bit: 0x651a, state: 0x00bf
Step= 288, 16bit: 0xca34, state: 0x00bf
XXX Step= 289, 16bit: 0xca34, state: 0x017f
XXX Step= 290, 16bit: 0x9469, state: 0x00fe
XXX Step= 291, 16bit: 0x28d2, state: 0x01fd
XXX Step= 292, 16bit: 0x51a5, state: 0x01fa
XXX Step= 293, 16bit: 0xa34b, state: 0x01f4
XXX Step= 294, 16bit: 0x4697, state: 0x01e8
XXX Step= 295, 16bit: 0x8d2f, state: 0x01d1
XXX Step= 296, 16bit: 0x1a5f, state: 0x01a2
XXX Step= 297, 16bit: 0x34bf, state: 0x0145
XXX Step= 298, 16bit: 0x697f, state: 0x008b
XXX Step= 299, 16bit: 0xd2fe, state: 0x0116
XXX Step= 300, 16bit: 0xa5fd, state: 0x002c
XXX Step= 301, 16bit: 0x4bfa, state: 0x0058
XXX Step= 302, 16bit: 0x97f4, state: 0x00b1
XXX Step= 303, 16bit: 0x2fe8, state: 0x0163
XXX Step= 304, 16bit: 0x5fd1, state: 0x00c7
Step= 304, 16bit: 0xbfa2, state: 0x00c7
XXX Step= 305, 16bit: 0xbfa2, state: 0x018e
XXX Step= 306, 16bit: 0x7f45, state: 0x011d
XXX Step= 307, 16bit: 0xfe8b, state: 0x003a
XXX Step= 308, 16bit: 0xfd16, state: 0x0075
XXX Step= 309, 16bit: 0xfa2c, state: 0x00eb
XXX Step= 310, 16bit: 0xf458, state: 0x01d6
XXX Step= 311, 16bit: 0xe8b1, state: 0x01ac
XXX Step= 312, 16bit: 0xd163, state: 0x0159
XXX Step= 313, 16bit: 0xa2c7, state: 0x00b2
XXX Step= 314, 16bit: 0x458e, state: 0x0165
XXX Step= 315, 16bit: 0x8b1d, state: 0x00cb
XXX Step= 316, 16bit: 0x163a, state: 0x0196
XXX Step= 317, 16bit: 0x2c75, state: 0x012c
XXX Step= 318, 16bit: 0x58eb, state: 0x0059
XXX Step= 319, 16bit: 0xb1d6, state: 0x00b3
XXX Step= 320, 16bit: 0x63ac, state: 0x0167
Step= 320, 16bit: 0xc759, state: 0x0167
XXX Step= 321, 16bit: 0xc759, state: 0x00cf
XXX Step= 322, 16bit: 0x8eb2, state: 0x019e
XXX Step= 323, 16bit: 0x1d65, state: 0x013c
XXX Step= 324, 16bit: 0x3acb, state: 0x0078
XXX Step= 325, 16bit: 0x7596, state: 0x00f1
XXX Step= 326, 16bit: 0xeb2c, state: 0x01e3
XXX Step= 327, 16bit: 0xd659, state: 0x01c7
XXX Step= 328, 16bit: 0xacb3, state: 0x018f
XXX Step= 329, 16bit: 0x5967, state: 0x011f
XXX Step= 330, 16bit: 0xb2cf, state: 0x003e
XXX Step= 331, 16bit: 0x659e, state: 0x007d
XXX Step= 332, 16bit: 0xcb3c, state: 0x00fb
XXX Step= 333, 16bit: 0x9678, state: 0x01f7
XXX Step= 334, 16bit: 0x2cf1, state: 0x01ee
XXX Step= 335, 16bit: 0x59e3, state: 0x01dd
XXX Step= 336, 16bit: 0xb3c7, state: 0x01ba
Step= 336, 16bit: 0x678f, state: 0x01ba
XXX Step= 337, 16bit: 0x678f, state: 0x0174
XXX Step= 338, 16bit: 0xcf1f, state: 0x00e8
XXX Step= 339, 16bit: 0x9e3e, state: 0x01d0
XXX Step= 340, 16bit: 0x3c7d, state: 0x01a0
XXX Step= 341, 16bit: 0x78fb, state: 0x0141
XXX Step= 342, 16bit: 0xf1f7, state: 0x0083
XXX Step= 343, 16bit: 0xe3ee, state: 0x0106
XXX Step= 344, 16bit: 0xc7dd, state: 0x000d
XXX Step= 345, 16bit: 0x8fba, state: 0x001a
XXX Step= 346, 16bit: 0x1f74, state: 0x0035
XXX Step= 347, 16bit: 0x3ee8, state: 0x006b
XXX Step= 348, 16bit: 0x7dd0, state: 0x00d6
XXX Step= 349, 16bit: 0xfba0, state: 0x01ad
XXX Step= 350, 16bit: 0xf741, state: 0x015b
XXX Step= 351, 16bit: 0xee83, state: 0x00b6
XXX Step= 352, 16bit: 0xdd06, state: 0x016d
Step= 352, 16bit: 0xba0d, state: 0x016d
XXX Step= 353, 16bit: 0xba0d, state: 0x00db
XXX Step= 354, 16bit: 0x741a, state: 0x01b7
XXX Step= 355, 16bit: 0xe835, state: 0x016e
XXX Step= 356, 16bit: 0xd06b, state: 0x00dd
XXX Step= 357, 16bit: 0xa0d6, state: 0x01bb
XXX Step= 358, 16bit: 0x41ad, state: 0x0176
XXX Step= 359, 16bit: 0x835b, state: 0x00ec
XXX Step= 360, 16bit: 0x06b6, state: 0x01d8
XXX Step= 361, 16bit: 0x0d6d, state: 0x01b0
XXX Step= 362, 16bit: 0x1adb, state: 0x0160
XXX Step= 363, 16bit: 0x35b7, state: 0x00c1
XXX Step= 364, 16bit: 0x6b6e, state: 0x0182
XXX Step= 365, 16bit: 0xd6dd, state: 0x0105
XXX Step= 366, 16bit: 0xadbb, state: 0x000b
XXX Step= 367, 16bit: 0x5b76, state: 0x0016
XXX Step= 368, 16bit: 0xb6ec, state: 0x002d
Step= 368, 16bit: 0x6dd8, state: 0x002d
XXX Step= 369, 16bit: 0x6dd8, state: 0x005a
XXX Step= 370, 16bit: 0xdbb0, state: 0x00b5
XXX Step= 371, 16bit: 0xb760, state: 0x016b
XXX Step= 372, 16bit: 0x6ec1, state: 0x00d7
XXX Step= 373, 16bit: 0xdd82, state: 0x01af
XXX Step= 374, 16bit: 0xbb05, state: 0x015f
XXX Step= 375, 16bit: 0x760b, state: 0x00be
XXX Step= 376, 16bit: 0xec16, state: 0x017d
XXX Step= 377, 16bit: 0xd82d, state: 0x00fa
XXX Step= 378, 16bit: 0xb05a, state: 0x01f5
XXX Step= 379, 16bit: 0x60b5, state: 0x01ea
XXX Step= 380, 16bit: 0xc16b, state: 0x01d5
XXX Step= 381, 16bit: 0x82d7, state: 0x01aa
XXX Step= 382, 16bit: 0x05af, state: 0x0155
XXX Step= 383, 16bit: 0x0b5f, state: 0x00aa
XXX Step= 384, 16bit: 0x16be, state: 0x0154
Step= 384, 16bit: 0x2d7d, state: 0x0154
XXX Step= 385, 16bit: 0x2d7d, state: 0x00a8
XXX Step= 386, 16bit: 0x5afa, state: 0x0150
XXX Step= 387, 16bit: 0xb5f5, state: 0x00a0
XXX Step= 388, 16bit: 0x6bea, state: 0x0140
XXX Step= 389, 16bit: 0xd7d5, state: 0x0081
XXX Step= 390, 16bit: 0xafaa, state: 0x0102
XXX Step= 391, 16bit: 0x5f55, state: 0x0005
XXX Step= 392, 16bit: 0xbeaa, state: 0x000a
XXX Step= 393, 16bit: 0x7d54, state: 0x0014
XXX Step= 394, 16bit: 0xfaa8, state: 0x0029
XXX Step= 395, 16bit: 0xf550, state: 0x0052
XXX Step= 396, 16bit: 0xeaa0, state: 0x00a5
XXX Step= 397, 16bit: 0xd540, state: 0x014a
XXX Step= 398, 16bit: 0xaa81, state: 0x0095
XXX Step= 399, 16bit: 0x5502, state: 0x012b
XXX Step= 400, 16bit: 0xaa05, state: 0x0057
Step= 400, 16bit: 0x540a, state: 0x0057
XXX Step= 401, 16bit: 0x540a, state: 0x00af
XXX Step= 402, 16bit: 0xa814, state: 0x015e
XXX Step= 403, 16bit: 0x5029, state: 0x00bc
XXX Step= 404, 16bit: 0xa052, state: 0x0179
XXX Step= 405, 16bit: 0x40a5, state: 0x00f2
XXX Step= 406, 16bit: 0x814a, state: 0x01e5
XXX Step= 407, 16bit: 0x0295, state: 0x01cb
XXX Step= 408, 16bit: 0x052b, state: 0x0197
XXX Step= 409, 16bit: 0x0a57, state: 0x012e
XXX Step= 410, 16bit: 0x14af, state: 0x005d
XXX Step= 411, 16bit: 0x295e, state: 0x00bb
XXX Step= 412, 16bit: 0x52bc, state: 0x0177
XXX Step= 413, 16bit: 0xa579, state: 0x00ee
XXX Step= 414, 16bit: 0x4af2, state: 0x01dc
XXX Step= 415, 16bit: 0x95e5, state: 0x01b8
XXX Step= 416, 16bit: 0x2bcb, state: 0x0170
Step= 416, 16bit: 0x5797, state: 0x0170
XXX Step= 417, 16bit: 0x5797, state: 0x00e0
XXX Step= 418, 16bit: 0xaf2e, state: 0x01c0
XXX Step= 419, 16bit: 0x5e5d, state: 0x0181
XXX Step= 420, 16bit: 0xbcbb, state: 0x0103
XXX Step= 421, 16bit: 0x7977, state: 0x0007
XXX Step= 422, 16bit: 0xf2ee, state: 0x000e
XXX Step= 423, 16bit: 0xe5dc, state: 0x001c
XXX Step= 424, 16bit: 0xcbb8, state: 0x0039
XXX Step= 425, 16bit: 0x9770, state: 0x0073
XXX Step= 426, 16bit: 0x2ee0, state: 0x00e7
XXX Step= 427, 16bit: 0x5dc0, state: 0x01ce
XXX Step= 428, 16bit: 0xbb81, state: 0x019d
XXX Step= 429, 16bit: 0x7703, state: 0x013a
XXX Step= 430, 16bit: 0xee07, state: 0x0074
XXX Step= 431, 16bit: 0xdc0e, state: 0x00e9
XXX Step= 432, 16bit: 0xb81c, state: 0x01d2
Step= 432, 16bit: 0x7039, state: 0x01d2
XXX Step= 433, 16bit: 0x7039, state: 0x01a4
XXX Step= 434, 16bit: 0xe073, state: 0x0149
XXX Step= 435, 16bit: 0xc0e7, state: 0x0093
XXX Step= 436, 16bit: 0x81ce, state: 0x0127
XXX Step= 437, 16bit: 0x039d, state: 0x004f
XXX Step= 438, 16bit: 0x073a, state: 0x009e
XXX Step= 439, 16bit: 0x0e74, state: 0x013d
XXX Step= 440, 16bit: 0x1ce9, state: 0x007a
XXX Step= 441, 16bit: 0x39d2, state: 0x00f5
XXX Step= 442, 16bit: 0x73a4, state: 0x01eb
XXX Step= 443, 16bit: 0xe749, state: 0x01d7
XXX Step= 444, 16bit: 0xce93, state: 0x01ae
XXX Step= 445, 16bit: 0x9d27, state: 0x015d
XXX Step= 446, 16bit: 0x3a4f, state: 0x00ba
XXX Step= 447, 16bit: 0x749e, state: 0x0175
XXX Step= 448, 16bit: 0xe93d, state: 0x00ea
Step= 448, 16bit: 0xd27a, state: 0x00ea
XXX Step= 449, 16bit: 0xd27a, state: 0x01d4
XXX Step= 450, 16bit: 0xa4f5, state: 0x01a8
XXX Step= 451, 16bit: 0x49eb, state: 0x0151
XXX Step= 452, 16bit: 0x93d7, state: 0x00a2
